season,main_colours,additional_colours,main_sponsors,additional_major_sponsors,notes,team,non-tobacco_liveries,special_liveries,livery_sponsors,non-tobacco_alcohol_livery_changes,drivers,other_informations_including_non-tobacco_alcohol_race_changes,other_information,non_tobacco_alcohol_changess,additional_major_sponsors___notes,livery_principal_sponsors,non-tobacco_alcohol_livery_changes_location-specific_livery_changes_2011-present,non-tobacco_alcohol_livery_changess,non-tobacco_alcohol_and_other_livery_changes,other_changes
"[{'year': 1983, 'url': 'https://en.wikipedia.org/wiki/1983_Formula_One_World_Championship'}]",['Yellow'],['Black'],,"['Shell', 'Goodyear', 'Steinbock']",,ATS,,,['ATS Wheels'],,,,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Yellow'],['Black'],,"['Marilena', 'Steinbock', 'Shell', 'Pirelli']",,ATS,,,['ATS Wheels'],,,,,,,,,,,
"[{'year': 2026, 'url': 'https://en.wikipedia.org/wiki/2026_Formula_One_World_Championship'}]","['Silver', 'Red', 'Black']",[],['Audi'],['Pirelli'],,Audi,,,,,,,,,,,,,,
"[{'year': 1986, 'url': 'https://en.wikipedia.org/wiki/1986_Formula_One_World_Championship'}, {'year': 1987, 'url': 'https://en.wikipedia.org/wiki/1987_Formula_One_World_Championship'}, {'year': 1988, 'url': 'https://en.wikipedia.org/wiki/1988_Formula_One_World_Championship'}, {'year': 1989, 'url': 'https://en.wikipedia.org/wiki/1989_Formula_One_World_Championship'}, {'year': 1990, 'url': 'https://en.wikipedia.org/wiki/1990_Formula_One_World_Championship'}]","['Red', 'Green']","['Blue', 'Yellow']","['Benetton Group', 'Sisley (1986', '1988)']","['Pirelli (1986)', 'Goodyear (1987-1990)', 'Riello', 'Frizerga', '7-Up', 'Autopolis', 'Mobil 1', 'Eurobags', 'BMW (1986)', 'Flying Tigers Airlines', 'Ford (1987-1990)', 'Steinbock', 'Gillette (1989)', 'The European', 'Camel', 'Gancia', 'Sanyo (1989-1990)', 'Technocast']",,Benetton,,,,"""Camel"" letters were replaced by the Camel logo (1988-1990). A national flag of the country in which the team competes ( Benetton B186 car in 1986).",,,,,,,,,,
"[{'year': 1991, 'url': 'https://en.wikipedia.org/wiki/1991_Formula_One_World_Championship'}]",['Yellow'],"['Green', 'Blue']",['Camel'],"['Ford', 'Mobil 1', 'Sanyo', '""United Colors Of Benetton"" ( Benetton Group )', 'Autopolis', 'Pirelli']",,Benetton,,,,"""Camel"" letters were covered with blue gaps, or replaced by the Camel logo, or with ""Benetton""",,,,,,,,,,
"[{'year': 1992, 'url': 'https://en.wikipedia.org/wiki/1992_Formula_One_World_Championship'}]",['Yellow'],['Green'],['Camel'],"['Ford', 'Mobil 1', 'Sanyo', '""United Colors Of Benetton"" ( Benetton Group )', 'Goodyear', 'Brembo', 'USAG Tools']",,Benetton,,,,"""Camel"" letters were covered with blue gaps, or replaced by the Camel logo, or with ""Benetton""",,,,,,,,,,
"[{'year': 1993, 'url': 'https://en.wikipedia.org/wiki/1993_Formula_One_World_Championship'}]",['Yellow'],['Dark Green'],['Camel'],"['Ford', 'Elf', 'Sanyo', 'Technogym', 'Denim', '""United Colors Of Benetton"" ( Benetton Group )', 'Goodyear']",,Benetton,,,,"""Camel"" letters were covered with blue gaps, or replaced by the Camel logo, or with ""Benetton""",,,,,,,,,,
"[{'year': 1994, 'url': 'https://en.wikipedia.org/wiki/1994_Formula_One_World_Championship'}]",['Blue'],['Green'],['Mild Seven'],"['Ford', 'Elf', 'Sanyo', 'Oracle', 'Polti', '""Benetton Sportsystem"" ( Benetton Group )']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton""",,,,,,,,,,
"[{'year': 1995, 'url': 'https://en.wikipedia.org/wiki/1995_Formula_One_World_Championship'}]",['Blue'],"['White', 'Dark Blue', 'Yellow']",['Mild Seven'],"['Bitburger', 'Renault', 'Oracle', 'Elf', 'Kickers', 'RTL', '""Benetton Sportsystem"" ( Benetton Group )']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton"" or ""Moto Sport"" and ""Bitburger"" was replaced with ""Drive Alcoholfrei"". An Italian flag as a mark of the nationality of team's owner Benetton Group ( Benetton B195 car).",,,,,,,,,,
"[{'year': 1996, 'url': 'https://en.wikipedia.org/wiki/1996_Formula_One_World_Championship'}]",['Blue'],['White'],['Mild Seven'],"['FedEx', 'Renault', 'Prince Sports', 'Kingfisher', 'Elf', 'Cesare Paciotti', 'Hype Energy', 'Nordica', '""Benetton Sportsystem"" ( Benetton Group )']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton"". An Italian flag as a mark of the team's nationality (1996-1997).",,,,,,,,,,
"[{'year': 1997, 'url': 'https://en.wikipedia.org/wiki/1997_Formula_One_World_Championship'}]",['Blue'],['White'],['Mild Seven'],"['FedEx', 'Renault', 'Agip', 'Prince Sports', 'Akai', 'Korean Air', 'Hype Energy', 'Hitachi', 'Gillette']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton"". An Italian flag as a mark of the team's nationality (1996-1997).",,,,,,,,,,
"[{'year': 1998, 'url': 'https://en.wikipedia.org/wiki/1998_Formula_One_World_Championship'}]",['Blue'],['White'],['Mild Seven'],"['FedEx', 'Agip', 'Akai', 'Hitachi', 'Korean Air', 'Gillette']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton"". An Italian flag as a mark of the team's nationality (1996-1997).",,,,,,,,,,
"[{'year': 1999, 'url': 'https://en.wikipedia.org/wiki/1999_Formula_One_World_Championship'}]",['Blue'],['White'],['Mild Seven'],"['FedEx', 'Agip', 'Supertec', 'Playlife', 'D2 Mannesmann', 'Bridgestone', 'Marconi', 'Korean Air', 'Hewlett-Packard', 'Magneti Marelli']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton"". An Italian flag as a mark of the team's nationality (1996-1997).",,,,,,,,,,
"[{'year': 2000, 'url': 'https://en.wikipedia.org/wiki/2000_Formula_One_World_Championship'}]",['Blue'],['White'],['Mild Seven'],"['Agip', 'Supertec', 'D2 Mannesmann', 'Bridgestone', 'Marconi', 'Korean Air', 'Sportal', 'Strabila', 'OMB', 'Charmilles', 'Action', 'Novell', 'Magneti Marelli', 'AEA Technology']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton"". An Italian flag as a mark of the team's nationality (1996-1997).",,,,,,,,,,
"[{'year': 2001, 'url': 'https://en.wikipedia.org/wiki/2001_Formula_One_World_Championship'}]",['Blue'],['White'],['Mild Seven'],"['Marconi', 'Elf', 'Renault', 'Korean Air', 'Vodafone', 'PlayStation 2', 'Charmilles', 'Action', 'Novell', 'Magneti Marelli', 'Michelin', 'Catia Solutions', 'AEA Technology']",,Benetton,,,,"""Mild Seven"" was replaced with ""Benetton"" (on team members clothing and rear wing's front side), ""Renaultsport"" on rear wing (rear side), ""Fisico"" on Fisichella 's car (on engine body) and ""Jenson"" on Button 's car (on engine body)",,,,,,,,,,
[],['Red'],['Black'],['None'],['Goodyear'],,BMS Scuderia Italia,,,,None,,,,,,,,,,
[],['Red'],"['Black', 'White']",['Marlboro'],"['Viacom', 'Nikols', 'Timberland', 'Magneti Marelli', 'Weber', 'Berlucchi', 'Castrol', 'Brembo']",,BMS Scuderia Italia,,,,None,,,,,,,,,,
"[{'year': 1989, 'url': 'https://en.wikipedia.org/wiki/1989_Formula_One_World_Championship'}]",['Red'],"['Black', 'White']","['Marlboro', 'Lusfina', 'Fineco']","['Agip', 'Nikols', 'Pirelli', 'Magneti Marelli', 'Weber', 'Brembo', 'Lucchini', 'USAG', 'Koni']",,BMS Scuderia Italia,,,,None,,,,,,,,,,
"[{'year': 1990, 'url': 'https://en.wikipedia.org/wiki/1990_Formula_One_World_Championship'}]",['Red'],"['Black', 'White']","['Marlboro', 'Lucchini', 'Fineco']","['Agip', 'CartaSì', 'Pirelli', 'Brooksfield']",,BMS Scuderia Italia,,,,None,,,,,,,,,,
"[{'year': 1991, 'url': 'https://en.wikipedia.org/wiki/1991_Formula_One_World_Championship'}]",['Red'],"['Black', 'White']","['Marlboro', 'Lucchini', 'Fineco', 'Lusfina', 'Setrans']","['Agip', 'Ghial', 'OGAF', 'powering']",,BMS Scuderia Italia,,,,None,,,,,,,,,,
"[{'year': 1992, 'url': 'https://en.wikipedia.org/wiki/1992_Formula_One_World_Championship'}]","['Black', 'White', 'Blue']",[],"['Marlboro', 'Lucchini', 'Fineco', 'Lusfina', 'Camozzi']","['Agip', 'Ghidini', 'SPAL']",,BMS Scuderia Italia,,,,None,,,,,,,,,,
"[{'year': 1993, 'url': 'https://en.wikipedia.org/wiki/1993_Formula_One_World_Championship'}]",['White'],"['Black', 'Red', 'Yellow', 'Blue']","['Chesterfield', 'Lucchini', 'Bossini', 'Camozzi']","['Agip', 'Fastar']",,BMS Scuderia Italia,,,,None,,,,,,,,,,
"[{'year': 2006, 'url': 'https://en.wikipedia.org/wiki/2006_Formula_One_World_Championship'}, {'year': 2007, 'url': 'https://en.wikipedia.org/wiki/2007_Formula_One_World_Championship'}, {'year': 2008, 'url': 'https://en.wikipedia.org/wiki/2008_Formula_One_World_Championship'}, {'year': 2009, 'url': 'https://en.wikipedia.org/wiki/2009_Formula_One_World_Championship'}]",['White'],"['Blue', 'Red']","['Petronas', 'Intel', 'T-Systems (2008)']","['Syntium', 'Hansen LTD (2006-2008)', 'Go-gp.org (2009)', 'FxPro (2009)', 'Credit Suisse (2006-2008)', 'Dell (2006-2008)']",,BMW Sauber,,,,,,,,,,,,,,
"[{'year': 1971, 'url': 'https://en.wikipedia.org/wiki/1971_Formula_One_World_Championship'}]",['Green'],['Yellow'],['Esso'],['Goodyear'],,Brabham,,,,,"[{'text': 'Graham Hill', 'url': 'https://en.wikipedia.org/wiki/Graham_Hill'}]",,,,,,,,,
"[{'year': 1971, 'url': 'https://en.wikipedia.org/wiki/1971_Formula_One_World_Championship'}]",['Green'],['Yellow'],['Esso'],['Goodyear'],,Brabham,,,,,"[{'text': 'Tim Schenken', 'url': 'https://en.wikipedia.org/wiki/Tim_Schenken'}]",,,,,,,,,
"[{'year': 1971, 'url': 'https://en.wikipedia.org/wiki/1971_Formula_One_World_Championship'}]",['Green'],['Orange'],"[""Bick's""]","['STP', 'Gulf']",,Brabham,,,,,"[{'text': 'Chris Craft', 'url': 'https://en.wikipedia.org/wiki/Chris_Craft_(racing_driver)'}]",,,,,,,,,
"[{'year': 1971, 'url': 'https://en.wikipedia.org/wiki/1971_Formula_One_World_Championship'}]",['White and Red'],[],['Lucky Strike'],['Esso'],,Brabham,,,,,"[{'text': 'Dave Charlton', 'url': 'https://en.wikipedia.org/wiki/Dave_Charlton'}]",,,,,,,,,
"[{'year': 1972, 'url': 'https://en.wikipedia.org/wiki/1972_Formula_One_World_Championship'}]",['White'],[],['Esso Uniflo'],"['Ford', 'Goodyear']",,Brabham,,,,,"[{'text': 'Graham Hill', 'url': 'https://en.wikipedia.org/wiki/Graham_Hill'}]",,,,,,,,,
"[{'year': 1972, 'url': 'https://en.wikipedia.org/wiki/1972_Formula_One_World_Championship'}]",['White'],[],['YPF'],"['1978 FIFA World Cup', 'CAP Argentine Meat', 'Ford', 'Goodyear']",,Brabham,,,,,"[{'text': 'Carlos Reutemann', 'url': 'https://en.wikipedia.org/wiki/Carlos_Reutemann'}]",,,,,,,,,
"[{'year': 1972, 'url': 'https://en.wikipedia.org/wiki/1972_Formula_One_World_Championship'}]",['White'],[],['Bardahl'],"['Ford', 'Goodyear', 'Varga']",,Brabham,,,,,"[{'text': 'Wilson Fittipaldi', 'url': 'https://en.wikipedia.org/wiki/Wilson_Fittipaldi_J%C3%BAnior'}]",,,,,,,,,
"[{'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['White'],[],['YPF'],"['CAP Argentine Meat', 'Ceramica Pagnossin', 'Goodyear']",,Brabham,,,,,"[{'text': 'Carlos Reutemann', 'url': 'https://en.wikipedia.org/wiki/Carlos_Reutemann'}]",,,,,,,,,
"[{'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['White'],[],['Promax Bardahl'],"['Brasil Export 73 Trade Fair', 'Cacique']",,Brabham,,,,,"[{'text': 'Wilson Fittipaldi', 'url': 'https://en.wikipedia.org/wiki/Wilson_Fittipaldi_J%C3%BAnior'}]",,,,,,,,,
"[{'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['White'],[],['Ceramica Pagnossin'],['Goodyear'],,Brabham,,,,,"[{'text': 'Andrea de Adamich', 'url': 'https://en.wikipedia.org/wiki/Andrea_de_Adamich'}]",,,,,,,,,
"[{'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['White'],[],['Ceramica Pagnossin'],['Goodyear'],,Brabham,,,,,"[{'text': 'Rolf Stommelen', 'url': 'https://en.wikipedia.org/wiki/Rolf_Stommelen'}]",,,,,,,,,
"[{'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['White'],[],['Ceramica Pagnossin'],['Goodyear'],,Brabham,,,,,"[{'text': 'John Watson', 'url': 'https://en.wikipedia.org/wiki/John_Watson_(racing_driver)'}]",,,,,,,,,
"[{'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['Black'],[],['Hexagon of Highgate'],['Goodyear'],,Brabham,,,,,"[{'text': 'John Watson', 'url': 'https://en.wikipedia.org/wiki/John_Watson_(racing_driver)'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],[],['Hitachi ( Belgian Grand Prix )'],['Goodyear'],,Brabham,,,,,"[{'text': 'Teddy Pilette', 'url': 'https://en.wikipedia.org/wiki/Teddy_Pilette'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],[],['Hitachi ( Belgian Grand Prix )'],['Goodyear'],,Brabham,,,,,"[{'text': 'Carlos Reutemann', 'url': 'https://en.wikipedia.org/wiki/Carlos_Reutemann'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],[],['Texaco ( South African Grand Prix only)'],['Goodyear'],,Brabham,,,,,"[{'text': 'Carlos Reutemann', 'url': 'https://en.wikipedia.org/wiki/Carlos_Reutemann'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],['Richard Robarts'],[],['Goodyear'],,Brabham,,,,,"[{'text': 'Carlos Reutemann', 'url': 'https://en.wikipedia.org/wiki/Carlos_Reutemann'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],[],,,,Brabham,,,,,"[{'text': 'Rikky von Opel', 'url': 'https://en.wikipedia.org/wiki/Rikky_von_Opel'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],[],,,,Brabham,,,,,"[{'text': 'Carlos Pace', 'url': 'https://en.wikipedia.org/wiki/Carlos_Pace'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],['Carlos Reutemann'],['White'],['Goodyear'],,Brabham,,,,,"[{'text': '1975', 'url': 'https://en.wikipedia.org/wiki/1975_Formula_One_season'}]",,,,,,,,,
[],,,,,,Brabham,,,,,"[{'text': '1975', 'url': 'https://en.wikipedia.org/wiki/1975_Formula_One_season'}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['Red'],[],['White'],['Goodyear'],,Brabham,,,,,"[{'text': 'Carlos Reutemann', 'url': 'https://en.wikipedia.org/wiki/Carlos_Reutemann'}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['Red'],[],,,,Brabham,,,,,"[{'text': 'Carlos Pace', 'url': 'https://en.wikipedia.org/wiki/Carlos_Pace'}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['Red'],[],,,,Brabham,,,,,"[{'text': 'Rolf Stommelen', 'url': 'https://en.wikipedia.org/wiki/Rolf_Stommelen'}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['Red'],[],,,,Brabham,,,,,"[{'text': 'Larry Perkins', 'url': 'https://en.wikipedia.org/wiki/Larry_Perkins'}]",,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['Red'],[],['Martini & Rossi'],['Goodyear'],,Brabham,,,,,"[{'text': 'John Watson', 'url': 'https://en.wikipedia.org/wiki/John_Watson_(racing_driver)'}]",,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['Red'],[],['Martini & Rossi'],,,Brabham,,,,,"[{'text': 'Carlos Pace', 'url': 'https://en.wikipedia.org/wiki/Carlos_Pace'}]",,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['Red'],[],['Martini & Rossi'],,,Brabham,,,,,"[{'text': 'Hans-Joachim Stuck', 'url': 'https://en.wikipedia.org/wiki/Hans-Joachim_Stuck'}]",,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['Red'],[],['Martini & Rossi'],,,Brabham,,,,,"[{'text': 'Giorgio Francia', 'url': 'https://en.wikipedia.org/wiki/Giorgio_Francia'}]",,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}]",['Red'],[],['Parmalat'],"['Alfa Romeo', 'Goodyear']",,Brabham,,,,,"[{'text': 'Niki Lauda', 'url': 'https://en.wikipedia.org/wiki/Niki_Lauda'}]",,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}]",['Red'],[],['Parmalat'],"['Alfa Romeo', 'Goodyear']",,Brabham,,,,,"[{'text': 'John Watson', 'url': 'https://en.wikipedia.org/wiki/John_Watson_(racing_driver)'}]",,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}]",['Red'],[],['Parmalat'],"['Alfa Romeo', 'Goodyear']",,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1979, 'url': 'https://en.wikipedia.org/wiki/1979_Formula_One_World_Championship'}]",['Red'],[],['Parmalat'],"['Alfa Romeo', 'Goodyear']",,Brabham,,,,,"[{'text': 'Niki Lauda', 'url': 'https://en.wikipedia.org/wiki/Niki_Lauda'}]",,,,,,,,,
"[{'year': 1979, 'url': 'https://en.wikipedia.org/wiki/1979_Formula_One_World_Championship'}]",['Red'],[],['Parmalat'],"['Alfa Romeo', 'Goodyear']",,Brabham,,,,,"[{'text': 'Ricardo Zunino', 'url': 'https://en.wikipedia.org/wiki/Ricardo_Zunino'}]",,,,,,,,,
"[{'year': 1979, 'url': 'https://en.wikipedia.org/wiki/1979_Formula_One_World_Championship'}]",['Red'],[],['Parmalat'],"['Alfa Romeo', 'Goodyear']",,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1980, 'url': 'https://en.wikipedia.org/wiki/1980_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],['Goodyear'],,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1980, 'url': 'https://en.wikipedia.org/wiki/1980_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],['Goodyear'],,Brabham,,,,,"[{'text': 'Ricardo Zunino', 'url': 'https://en.wikipedia.org/wiki/Ricardo_Zunino'}]",,,,,,,,,
"[{'year': 1980, 'url': 'https://en.wikipedia.org/wiki/1980_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],['Goodyear'],,Brabham,,,,,"[{'text': 'Héctor Rebaque', 'url': 'https://en.wikipedia.org/wiki/H%C3%A9ctor_Rebaque'}]",,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],"['Goodyear', 'Pemex']",,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],"['Goodyear', 'Pemex']",,Brabham,,,,,"[{'text': 'Héctor Rebaque', 'url': 'https://en.wikipedia.org/wiki/H%C3%A9ctor_Rebaque'}]",,,,,,,,,
"[{'year': 1982, 'url': 'https://en.wikipedia.org/wiki/1982_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],"['BMW M Power', 'Michelin', 'Santal', 'Valvoline']",,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1982, 'url': 'https://en.wikipedia.org/wiki/1982_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],"['BMW M Power', 'Michelin', 'Santal', 'Valvoline']",,Brabham,,,,,"[{'text': 'Riccardo Patrese', 'url': 'https://en.wikipedia.org/wiki/Riccardo_Patrese'}]",,,,,,,,,
"[{'year': 1983, 'url': 'https://en.wikipedia.org/wiki/1983_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],"['BMW M Power', 'Castrol', 'Fila', 'Michelin', 'Santal']",,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1983, 'url': 'https://en.wikipedia.org/wiki/1983_Formula_One_World_Championship'}]",['White'],['Dark Blue'],['Parmalat'],"['BMW M Power', 'Castrol', 'Fila', 'Michelin', 'Santal']",,Brabham,,,,,"[{'text': 'Riccardo Patrese', 'url': 'https://en.wikipedia.org/wiki/Riccardo_Patrese'}]",,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Parmalat'],"['BMW M Power', 'Castrol', 'Michelin', 'Santal']",,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Parmalat'],"['BMW M Power', 'Castrol', 'Michelin', 'Santal']",,Brabham,,,,,"[{'text': 'Teo Fabi', 'url': 'https://en.wikipedia.org/wiki/Teo_Fabi'}]",,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Parmalat'],"['BMW M Power', 'Castrol', 'Michelin', 'Santal']",,Brabham,,,,,"[{'text': 'Corrado Fabi', 'url': 'https://en.wikipedia.org/wiki/Corrado_Fabi'}]",,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Parmalat'],"['BMW M Power', 'Castrol', 'Michelin', 'Santal']",,Brabham,,,,,"[{'text': 'Manfred Winkelhock', 'url': 'https://en.wikipedia.org/wiki/Manfred_Winkelhock'}]",,,,,,,,,
"[{'year': 1985, 'url': 'https://en.wikipedia.org/wiki/1985_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Olivetti'],"['BMW M Power', 'Pirelli']",,Brabham,,,,,"[{'text': 'Nelson Piquet', 'url': 'https://en.wikipedia.org/wiki/Nelson_Piquet'}]",,,,,,,,,
"[{'year': 1985, 'url': 'https://en.wikipedia.org/wiki/1985_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Olivetti'],"['BMW M Power', 'Pirelli']",,Brabham,,,,,"[{'text': 'François Hesnault', 'url': 'https://en.wikipedia.org/wiki/Fran%C3%A7ois_Hesnault'}]",,,,,,,,,
"[{'year': 1985, 'url': 'https://en.wikipedia.org/wiki/1985_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Olivetti'],"['BMW M Power', 'Pirelli']",,Brabham,,,,,"[{'text': 'Marc Surer', 'url': 'https://en.wikipedia.org/wiki/Marc_Surer'}]",,,,,,,,,
"[{'year': 1986, 'url': 'https://en.wikipedia.org/wiki/1986_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Olivetti'],"['BMW M Power', 'Emporio Armani', 'Pirelli']",,Brabham,,,,,"[{'text': 'Riccardo Patrese', 'url': 'https://en.wikipedia.org/wiki/Riccardo_Patrese'}]",,,,,,,,,
"[{'year': 1986, 'url': 'https://en.wikipedia.org/wiki/1986_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Olivetti'],"['BMW M Power', 'Emporio Armani', 'Pirelli']",,Brabham,,,,,"[{'text': 'Elio de Angelis', 'url': 'https://en.wikipedia.org/wiki/Elio_de_Angelis'}]",,,,,,,,,
"[{'year': 1986, 'url': 'https://en.wikipedia.org/wiki/1986_Formula_One_World_Championship'}]",['Dark Blue'],['White'],['Olivetti'],"['BMW M Power', 'Emporio Armani', 'Pirelli']",,Brabham,,,,,"[{'text': 'Derek Warwick', 'url': 'https://en.wikipedia.org/wiki/Derek_Warwick'}]",,,,,,,,,
